# taperAngle,stickingProbability,{extractionStep,depth,diameters...}
# Data generated by simple trench deposition example.
# Relative locations of diameter measurements:
#!-1,1,0.993739,0.985983,0.976372,0.964465,0.949712,0.931434,0.908787,0.880729,0.845965,0.802894,0.749529,0.683412,0.601494,0.5,0.398506,0.316588,0.250471,0.197106,0.154035,0.119271,0.0912128,0.0685663,0.050288,0.0355352,0.023628,0.0140175,0.00626067,0
#!InputDimension=2,ExtractionInterval=1.000000
-10,1,0,8,1.6,3.95906,3.93001,3.93001,3.93001,3.86319,3.78273,3.71432,3.64592,3.57751,3.44071,3.29184,3.08662,2.86935,2.58367,2.31006,2.09278,1.88757,1.7387,1.60189,1.53349,1.46509,1.38462,1.31622,1.24391,1.24391,1.24391,5,5,1,9.0018,3.19613,0.399954,3.90307,3.90307,3.85081,3.77415,3.77415,3.7051,3.56667,3.49773,3.34828,3.1411,2.98946,2.70925,2.34356,2.03646,1.71199,1.45838,1.2383,1.09491,0.543221,0.482974,0.549678,0.81769,1.19816,1.19816,1.63293,1.63293,5.79979,2,9.94865,3.19371,0.799941,3.89243,3.89243,3.84674,3.77221,3.7029,3.63367,3.56434,3.42679,3.27686,3.06819,2.8454,2.55212,2.17894,1.78196,1.44328,1.08658,0.508359,0.274085,0.160957,0.264452,0.487517,0.847438,0.847438,1.24455,1.67707,1.67707,8.60008,3,11.0189,3.19355,0.799888,3.89215,3.8466,3.8466,3.77211,3.70275,3.63353,3.49534,3.34535,3.20706,2.98604,2.70464,2.40786,1.95223,1.44303,1.08632,0.27399,0,0,0,0.124381,0.406086,0.762448,0.762448,1.16612,1.62741,1.98007,6.60132,4,11.9901,3.19343,0.799945,3.89163,3.84615,3.84615,3.77173,3.70236,3.56389,3.42644,3.27661,3.13782,2.9165,2.63481,2.26515,1.78145,1.21905,0.371878,0,0,0,0,0.130973,0.134608,0.424592,0.785877,1.19139,1.65514,1.99637,6.60013,5,12.9584,2.99648,0.799861,3.88835,3.84416,3.77052,3.70085,3.63183,3.56254,3.42513,3.27554,3.06717,2.77405,2.47902,2.10253,1.53038,0.781614,0,0,0,0,0,0,0.000910109,0.4389,0.827582,1.22665,1.22665,1.84768,6.59991
-10,0.7,0,8,1.6,3.95906,3.93001,3.93001,3.93001,3.86319,3.78273,3.71432,3.64592,3.57751,3.44071,3.29184,3.08662,2.86935,2.58367,2.31006,2.09278,1.88757,1.7387,1.60189,1.53349,1.46509,1.38462,1.31622,1.24391,1.24391,1.24391,5,5,1,8.97985,3.19555,0.599779,3.88638,3.88638,3.8275,3.75041,3.75041,3.68122,3.54599,3.47658,3.32653,3.1205,2.96929,2.69011,2.32169,2.01314,1.68186,1.42255,1.19893,1.00067,0.454907,0.389694,0.47078,0.782468,1.177,1.177,1.62729,1.62729,5.79928,2,9.99351,3.19412,0.399424,3.87809,3.87809,3.82131,3.74577,3.6767,3.60851,3.54148,3.39062,3.25389,3.04685,2.82473,2.53187,2.15576,1.75678,1.40056,0.954471,0.428013,0,0,0.157611,0.310661,0.500527,0.891844,1.124,1.124,1.61127,5.20065,3,11.0248,3.19358,0.399821,3.87533,3.81889,3.81889,3.74374,3.67451,3.60631,3.47018,3.32019,3.18353,2.96325,2.68338,2.3876,1.928,1.4993,0.952775,0.285089,0,0,0,0,0.216086,0.427692,0.826331,0.826331,1.26355,1.59006,5.20182,4,12.034,3.19308,0.399957,3.8711,3.81538,3.81538,3.74087,3.67193,3.53677,3.38578,3.2491,3.11206,2.89065,2.61103,2.24076,1.75318,1.08905,0.28223,0,0,0,0,0,0,0.188605,0.373412,0.775556,1.23534,1.57969,5.19951,5,13.035,2.99632,0.399835,3.86868,3.81348,3.73927,3.67037,3.60178,3.53511,3.384,3.24731,3.04133,2.74926,2.45556,2.07729,1.49591,0.423307,0,0,0,0,0,0,0,0.171251,0.337434,0.753224,1.22489,1.58198,8.20115
-10,0.4,0,8,1.6,3.95906,3.93001,3.93001,3.93001,3.86319,3.78273,3.71432,3.64592,3.57751,3.44071,3.29184,3.08662,2.86935,2.58367,2.31006,2.09278,1.88757,1.7387,1.60189,1.53349,1.46509,1.38462,1.31622,1.24391,1.24391,1.24391,5,5,1,9.01808,3.35463,0.800332,3.84136,3.84136,3.77055,3.70073,3.70073,3.63159,3.49641,3.42717,3.27924,3.07291,2.85085,2.64131,2.27011,1.87601,1.6187,1.32433,1.02883,0.867381,0.330253,0.205234,0.298929,0.479283,0.866097,1.26657,1.26657,1.57016,7.00073,2,9.98534,3.1909,3.71253,3.71253,3.76323,3.76323,3.69316,3.62418,3.55652,3.4895,3.33945,3.20338,2.98381,2.77385,2.47885,2.10046,1.6952,1.31858,0.862182,0.324182,0,0,0,0,0.373769,0.575738,0.778998,1.24218,1.58998,6.99907,3,10.9535,3.19007,3.70674,3.70674,3.75704,3.75704,3.68699,3.6179,3.5508,3.41474,3.26632,3.13006,2.90905,2.62927,2.33116,1.86478,1.4305,0.856214,0.158997,0,0,0,0,0,0.167603,0.321417,0.762513,1.00195,1.42227,8.79962,4,11.9979,2.99491,3.70161,3.70161,3.75244,3.68237,3.68237,3.54597,3.47882,3.32874,3.19294,3.05635,2.83236,2.54063,2.16699,1.68299,1.10537,0.155638,0,0,0,0,0,0,0,0.200259,0.405073,0.859068,1.19989,8.79797,5,12.9698,2.99483,3.70019,3.70019,3.75098,3.68088,3.61158,3.54451,3.4773,3.32743,3.1914,2.97054,2.69085,2.39421,2.0117,1.42022,0.497136,0,0,0,0,0,0,0,0,0,0.193967,0.614284,1.20606,8.79912
-10,0.1,0,8,1.6,3.95906,3.93001,3.93001,3.93001,3.86319,3.78273,3.71432,3.64592,3.57751,3.44071,3.29184,3.08662,2.86935,2.58367,2.31006,2.09278,1.88757,1.7387,1.60189,1.53349,1.46509,1.38462,1.31622,1.24391,1.24391,1.24391,5,5,1,8.86594,3.00271,3.57802,3.57802,3.55322,3.55322,3.48128,3.40913,3.32815,3.25724,3.12007,2.97693,2.83532,2.62628,2.33292,2.02967,1.63983,1.38095,1.11325,0.889676,0.332875,0.169016,0,0.224338,0.445899,0.842564,0.842564,1.26834,1.59543,7.99956,2,9.8575,3.00118,3.5613,3.52758,3.52758,3.45567,3.45567,3.3704,3.30173,3.16264,3.02653,2.87925,2.73848,2.44757,2.1492,1.76488,1.35614,0.967058,0.53791,0,0,0,0,0,0.231533,0.460982,0.460982,0.715836,1.21336,9.20005,3,10.8736,2.99938,0.399943,3.51006,3.51006,3.433,3.34727,3.27853,3.2083,3.07138,2.99252,2.78476,2.56292,2.35257,1.97998,1.58859,1.06317,0.517326,0,0,0,0,0,0,0,0,0.340769,0.82319,1.1945,9.19913,4,11.8559,2.99666,0.399918,3.50007,3.50007,3.4237,3.33861,3.2696,3.19939,3.06224,2.91858,2.70536,2.48193,2.18795,1.82103,1.31676,0.726052,0,0,0,0,0,0,0,0,0,0.234586,0.469363,0.812517,7.99849,5,12.8992,2.9958,0.600053,3.49713,3.42119,3.42119,3.33592,3.26692,3.12886,2.98059,2.8441,2.63563,2.41109,2.1119,1.64744,1.13632,0.140099,0,0,0,0,0,0,0,0,0,0.208598,0.208598,0.789885,8.00355
-5,1,0,8,2,3.98104,3.96507,3.96507,3.96507,3.93054,3.89581,3.86108,3.82635,3.78858,3.71912,3.64967,3.54548,3.44129,3.29933,3.16041,3.05622,2.949,2.87954,2.81008,2.77535,2.74062,2.70589,2.67116,2.64179,2.64179,2.64179,5.6,5.6,1,8.91798,3.21018,3.62887,3.62887,3.87057,3.87057,3.8472,3.81253,3.77177,3.73486,3.65818,3.61959,3.50662,3.38464,3.25835,3.03728,2.83266,2.60906,2.40505,2.25575,2.1125,1.77114,1.73866,1.90076,2.09516,2.48337,2.48337,2.88996,3.18951,9.20026,2,9.85171,3.19517,3.53171,3.73049,3.73049,3.81335,3.78274,3.78274,3.70681,3.66873,3.58738,3.50938,3.42872,3.2526,3.06826,2.79941,2.47291,2.14787,1.89305,1.34534,1.12643,1.10911,1.31061,1.61474,1.99375,2.40527,2.40527,2.85979,3.19242,8.79895,3,10.8393,3.17082,3.64888,3.64888,3.78528,3.78528,3.76863,3.73251,3.6933,3.61361,3.53259,3.45149,3.31982,3.18507,2.93205,2.64495,2.18076,1.80444,1.14452,0.749565,0.668387,0.759983,1.13367,1.50491,1.9106,1.9106,2.34897,2.82379,3.18037,9.20077,4,11.7582,3.15977,3.61962,3.61962,3.76773,3.76167,3.76167,3.72716,3.64825,3.60767,3.4856,3.40446,3.26931,3.08253,2.8152,2.42082,1.87013,1.1428,0.621506,0.443636,0.41674,0.494632,0.811499,1.13053,1.52281,1.93185,2.38608,2.85855,3.21016,9.20034,5,12.7832,2.79982,3.60789,3.60789,3.76036,3.75931,3.72527,3.68598,3.64666,3.56458,3.48357,3.35433,3.17535,2.97763,2.6942,2.26733,1.55454,0.710942,0.410804,0.277709,0.26505,0.377652,0.710378,0.888795,1.24854,1.64563,2.06063,2.58492,3.1929,8.79891
-5,0.7,0,8,2,3.98104,3.96507,3.96507,3.96507,3.93054,3.89581,3.86108,3.82635,3.78858,3.71912,3.64967,3.54548,3.44129,3.29933,3.16041,3.05622,2.949,2.87954,2.81008,2.77535,2.74062,2.70589,2.67116,2.64179,2.64179,2.64179,5.6,5.6,1,8.87458,3.00428,3.60496,3.60496,3.78523,3.78523,3.77665,3.74086,3.70289,3.66655,3.59366,3.51798,3.44251,3.31843,3.19241,2.96443,2.75985,2.5164,2.3188,2.14815,2.01201,1.66814,1.66091,1.87165,2.0806,2.47296,2.47296,2.88777,3.19644,6.00028,2,9.76789,2.8006,0.99995,3.65746,3.65746,3.71036,3.67952,3.64225,3.60474,3.56928,3.49368,3.41514,3.33124,3.15907,2.96575,2.69973,2.36149,2.02333,1.7341,1.34618,0.947188,0.955862,1.24405,1.58891,1.9821,1.9821,2.40936,2.87273,2.87273,6.40011,3,10.7922,2.97345,0.600565,3.5891,3.67283,3.67283,3.65159,3.61525,3.57761,3.50388,3.42513,3.34476,3.21808,3.0365,2.82922,2.52345,2.0531,1.66326,0.893896,0.514515,0.411356,0.487503,0.67255,1.20126,1.59528,1.81036,2.02391,2.4798,2.80554,7.99716,4,11.764,2.79802,3.57655,3.57655,3.66396,3.64513,3.64513,3.57106,3.5352,3.4595,3.37647,3.29712,3.16658,2.97636,2.71158,2.31105,1.72062,0.891135,0.4047,0.224185,0,0.136267,0.411475,0.725731,1.11918,1.53177,1.98583,2.4591,2.80822,7.99913,5,12.7734,2.79785,3.57468,3.57468,3.66204,3.6435,3.60722,3.5695,3.53369,3.45806,3.37522,3.25156,3.07518,2.8735,2.58383,2.13207,1.30417,0.492171,0.222575,0,0,0,0.151711,0.463275,0.83594,1.23426,1.65912,1.95246,2.80001,7.00054
-5,0.4,0,8,2,3.98104,3.96507,3.96507,3.96507,3.93054,3.89581,3.86108,3.82635,3.78858,3.71912,3.64967,3.54548,3.44129,3.29933,3.16041,3.05622,2.949,2.87954,2.81008,2.77535,2.74062,2.70589,2.67116,2.64179,2.64179,2.64179,5.6,5.6,1,8.7941,2.80015,3.53942,3.64516,3.64516,3.63257,3.63257,3.59666,3.55832,3.52567,3.4491,3.37292,3.29734,3.17729,3.00641,2.8135,2.54395,2.36259,2.14514,1.98712,1.84915,1.54119,1.5746,1.71672,2.06608,2.46201,2.46201,2.88641,2.88641,7.19989,2,9.70189,2.80564,3.25067,3.49342,3.50011,3.50011,3.46911,3.4292,3.3926,3.35608,3.28229,3.20474,3.0822,2.94837,2.75811,2.47367,2.12254,1.76049,1.47451,0.877364,0.661688,0.678654,1.0755,1.27878,1.672,2.07633,2.07633,2.34677,2.83022,4.99938,3,10.6827,2.80448,3.22858,3.4737,3.4737,3.43913,3.43913,3.39805,3.32715,3.287,3.21678,3.13589,3.01304,2.82545,2.62015,2.24489,1.83462,1.42664,0.671339,0.265478,0,0.000137643,0.331724,0.882424,1.27936,1.51119,1.9837,2.46029,2.81231,6.99954,4,11.7099,2.80436,3.22468,3.46847,3.46847,3.43429,3.39196,3.35896,3.32261,3.24883,3.17137,3.09168,2.96075,2.77346,2.49607,2.08126,1.50016,0.667594,0.262246,0,0,0,0,0.291601,0.891629,1.12762,1.60067,1.93376,2.7963,6.9997,5,12.6758,2.80434,3.22235,3.46535,3.46535,3.43126,3.3889,3.35594,3.27928,3.24571,3.12804,3.04549,2.86405,2.66906,2.37248,1.82769,1.07033,0.256736,0,0,0,0,0,0,0.412973,0.812699,1.26715,1.76261,2.42187,6.60045
-5,0.1,0,8,2,3.98104,3.96507,3.96507,3.96507,3.93054,3.89581,3.86108,3.82635,3.78858,3.71912,3.64967,3.54548,3.44129,3.29933,3.16041,3.05622,2.949,2.87954,2.81008,2.77535,2.74062,2.70589,2.67116,2.64179,2.64179,2.64179,5.6,5.6,1,8.56806,2.72605,0.401478,3.05648,3.05648,3.01161,3.01161,2.96901,2.93202,2.89608,2.81952,2.74949,2.67172,2.54702,2.41896,2.18527,1.98297,1.73493,1.60403,1.38446,1.15966,1.13727,1.24893,1.54775,1.9432,2.36334,2.36334,2.83022,2.83022,9.00005,2,9.41191,2.35819,0.200416,2.71767,2.71767,2.67722,2.64248,2.64248,2.60406,2.52418,2.49118,2.41023,2.28844,2.15998,1.96503,1.69062,1.34492,1.09481,0.77119,0.25899,0,0.273166,0.470091,0.852779,1.25151,1.67956,1.96049,2.43931,2.79828,9.00052,3,10.4355,2.34059,0.401495,2.68677,2.68677,2.64689,2.6124,2.57017,2.53118,2.4936,2.42234,2.30162,2.21982,2.03358,1.83649,1.54077,1.06741,0.524352,0.117562,0,0,0,0,0.362797,0.771377,1.23031,1.54633,2.03005,2.39383,9.00066,4,11.4241,2.32369,0.200478,2.65828,2.6176,2.6176,2.58011,2.54136,2.46421,2.43148,2.35066,2.22949,2.09993,1.95593,1.68323,1.28678,0.714068,0,0,0,0,0,0,0,0.395001,0.841407,1.16146,1.64291,2.38963,8.9996,5,12.3611,1.99286,2.49953,2.49953,2.59558,2.5587,2.53995,2.48037,2.44214,2.37101,2.29096,2.16345,2.03063,1.83341,1.54702,1.09579,0.317542,0,0,0,0,0,0,0,0.17452,0.353061,0.821221,1.3618,2.21091,8.99901
0,1,0,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6.2,7.8,1,8.81838,2.99819,3.54351,3.54351,3.86283,3.88451,3.88451,3.88568,3.88015,3.87664,3.86309,3.85013,3.83506,3.80597,3.75575,3.69176,3.59002,3.50333,3.39225,3.32472,3.27789,3.05009,3.02307,3.18688,3.5499,3.5499,3.95876,4.41794,4.41794,7.5998,2,9.66416,2.8009,3.54329,3.63099,3.71919,3.80317,3.80317,3.80364,3.80006,3.77717,3.77019,3.74613,3.70605,3.65322,3.56832,3.42024,3.2213,2.99463,2.79523,2.48306,2.25442,2.28071,2.67523,2.87624,3.269,3.67159,3.67159,3.93588,4.41987,8.19976,3,10.5638,2.7929,1.63742,3.56545,3.71171,3.71171,3.75042,3.7516,3.74345,3.71504,3.68945,3.66003,3.59964,3.53477,3.41793,3.1814,2.88811,2.52547,2.10912,1.69273,1.67296,1.90314,2.0662,2.7778,2.7778,3.18225,3.62601,3.93017,4.41833,8.4003,4,11.4938,2.80713,3.21202,3.62818,3.62818,3.70901,3.71937,3.71382,3.69633,3.67093,3.63761,3.60337,3.5367,3.43322,3.25365,2.99788,2.58185,2.05985,1.37949,1.20288,1.23679,1.44857,1.91491,2.19505,2.88783,3.12339,3.59199,3.99698,4.41387,9.00171,5,12.4534,2.79976,3.16036,3.56233,3.56233,3.67476,3.69913,3.69668,3.6641,3.6522,3.60259,3.56563,3.46618,3.33615,3.13003,2.78773,2.25403,1.32637,0.947932,0.85719,0.950814,1.20695,1.64907,2.01198,2.41119,2.82139,3.26745,3.80642,4.40715,7.20096
0,0.7,0,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6.2,7.8,1,8.7909,2.8,0.200368,3.66381,3.66381,3.76616,3.76616,3.7714,3.76815,3.76512,3.75077,3.73832,3.72458,3.6984,3.64343,3.57688,3.46907,3.38198,3.27573,3.14054,3.15441,2.91749,2.91167,3.12814,3.51968,3.51968,3.93562,4.41213,4.41213,8.60007,2,9.58981,2.7976,0.200589,3.55547,3.55547,3.6163,3.6212,3.6212,3.6164,3.59741,3.58955,3.55764,3.53125,3.48639,3.39653,3.24166,3.0336,2.79876,2.59281,2.2785,2.05481,2.09672,2.46718,2.83429,3.2325,3.2325,3.65038,3.9403,4.42505,7.20011,3,10.5239,2.6066,3.20219,3.20219,3.48987,3.51968,3.51968,3.51939,3.5016,3.49131,3.4686,3.43894,3.3876,3.31742,3.1628,2.94206,2.64582,2.24466,1.83978,1.36611,1.3369,1.56973,2.05396,2.44051,2.83966,3.26569,3.54948,4.03275,4.39451,7.20049,4,11.4268,2.59878,3.12585,3.31675,3.31675,3.46503,3.47147,3.46549,3.45472,3.43232,3.4053,3.37267,3.31757,3.21412,3.02454,2.70257,2.32252,1.7013,1.06242,0.823202,0.843761,1.08427,1.5675,1.94893,2.34897,2.78116,3.24091,3.56157,4.40849,7.20018,5,12.457,2.58894,0.201472,3.25749,3.43537,3.43537,3.44634,3.44228,3.42153,3.39644,3.36659,3.33668,3.24303,3.11571,2.90662,2.53503,1.92821,1.0323,0.58659,0.437221,0.464653,0.709729,1.18598,1.56224,1.96204,2.38837,2.84357,3.63769,3.99972,6.79919
